"filename", "language", "Markdown", "Java", "XML", "SQL", "comment", "blank", "total"
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\igu\WatchmanPanel$7.class", "Java", 0, 11, 0, 0, 0, 0, 11
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\igu\WatchmanPanel$8.class", "Java", 0, 11, 0, 0, 0, 0, 11
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\igu\WatchmanPanel.class", "Java", 0, 110, 0, 0, 13, 0, 123
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\CivilStatus.class", "Java", 0, 13, 0, 0, 0, 0, 13
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\CivilStatus_.class", "Java", 0, 6, 0, 0, 0, 0, 6
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Controller.class", "Java", 0, 178, 0, 0, 0, 1, 179
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Course.class", "Java", 0, 13, 0, 0, 0, 0, 13
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\CourseAndStudent.class", "Java", 0, 18, 0, 0, 0, 0, 18
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\CourseAndStudent_.class", "Java", 0, 6, 0, 0, 0, 0, 6
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Course_.class", "Java", 0, 5, 0, 0, 0, 0, 5
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Department.class", "Java", 0, 22, 0, 0, 0, 0, 22
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Department_.class", "Java", 0, 5, 0, 0, 0, 0, 5
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Person.class", "Java", 0, 13, 0, 0, 0, 0, 13
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Person_.class", "Java", 0, 6, 0, 0, 0, 0, 6
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Section.class", "Java", 0, 23, 0, 0, 0, 0, 23
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Section_.class", "Java", 0, 7, 0, 0, 0, 0, 7
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Servicestaff.class", "Java", 0, 22, 0, 0, 0, 0, 22
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Servicestaff_.class", "Java", 0, 8, 0, 0, 0, 0, 8
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Staff.class", "Java", 0, 12, 0, 0, 0, 0, 12
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Staff_.class", "Java", 0, 6, 0, 0, 0, 0, 6
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Student.class", "Java", 0, 11, 0, 0, 0, 0, 11
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Student_.class", "Java", 0, 6, 0, 0, 0, 0, 6
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Teacher.class", "Java", 0, 26, 0, 0, 0, 0, 26
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\logic\Teacher_.class", "Java", 0, 10, 0, 0, 0, 0, 10
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\CourseController.class", "Java", 0, 41, 0, 0, 0, 0, 41
